IP地址,数据中心,地区,城市,网络延迟
104.25.218.190,LAX,North America,Los Angeles,193 ms
104.24.85.141,LAX,North America,Los Angeles,193 ms
104.25.220.114,LAX,North America,Los Angeles,193 ms
104.24.243.8,LAX,North America,Los Angeles,193 ms
104.25.47.134,LAX,North America,Los Angeles,193 ms
172.67.110.62,LAX,North America,Los Angeles,193 ms
104.24.22.239,LAX,North America,Los Angeles,193 ms
104.24.23.12,LAX,North America,Los Angeles,193 ms
104.24.60.10,LAX,North America,Los Angeles,193 ms
104.27.41.88,LAX,North America,Los Angeles,193 ms
162.159.44.122,LAX,North America,Los Angeles,193 ms
104.19.63.118,LAX,North America,Los Angeles,193 ms
104.25.161.88,LAX,North America,Los Angeles,193 ms
172.65.169.129,LAX,North America,Los Angeles,193 ms
104.20.8.242,LAX,North America,Los Angeles,193 ms
172.66.42.54,LAX,North America,Los Angeles,193 ms
104.27.80.53,LAX,North America,Los Angeles,193 ms
104.25.21.46,LAX,North America,Los Angeles,193 ms
172.64.95.106,LAX,North America,Los Angeles,193 ms
162.159.235.194,LAX,North America,Los Angeles,193 ms
104.24.53.137,LAX,North America,Los Angeles,193 ms
104.25.116.68,LAX,North America,Los Angeles,193 ms
104.24.184.34,LAX,North America,Los Angeles,193 ms
104.25.251.53,LAX,North America,Los Angeles,193 ms
104.18.28.93,LAX,North America,Los Angeles,193 ms
172.67.117.249,LAX,North America,Los Angeles,193 ms
172.64.85.203,LAX,North America,Los Angeles,193 ms
104.25.188.80,LAX,North America,Los Angeles,193 ms
104.18.1.253,LAX,North America,Los Angeles,193 ms
198.41.201.97,LAX,North America,Los Angeles,193 ms
104.27.57.5,LAX,North America,Los Angeles,193 ms
104.24.0.66,LAX,North America,Los Angeles,193 ms
104.27.26.214,LAX,North America,Los Angeles,193 ms
198.41.196.76,LAX,North America,Los Angeles,193 ms
172.67.118.74,LAX,North America,Los Angeles,193 ms
172.64.49.93,LAX,North America,Los Angeles,193 ms
104.24.55.48,LAX,North America,Los Angeles,193 ms
162.159.15.187,LAX,North America,Los Angeles,193 ms
104.24.38.20,LAX,North America,Los Angeles,193 ms
104.27.64.155,LAX,North America,Los Angeles,193 ms
104.24.173.7,LAX,North America,Los Angeles,193 ms
104.24.158.174,LAX,North America,Los Angeles,193 ms
104.25.123.103,LAX,North America,Los Angeles,193 ms
104.24.170.219,LAX,North America,Los Angeles,193 ms
104.24.179.10,LAX,North America,Los Angeles,193 ms
104.24.145.249,LAX,North America,Los Angeles,193 ms
172.64.68.212,LAX,North America,Los Angeles,193 ms
104.25.9.63,LAX,North America,Los Angeles,193 ms
8.39.125.27,LAX,North America,Los Angeles,194 ms
162.159.1.87,LAX,North America,Los Angeles,194 ms
104.19.101.194,LAX,North America,Los Angeles,194 ms
104.25.1.144,LAX,North America,Los Angeles,194 ms
104.25.182.88,LAX,North America,Los Angeles,194 ms
104.19.7.138,LAX,North America,Los Angeles,194 ms
104.24.244.186,LAX,North America,Los Angeles,194 ms
172.67.93.58,LAX,North America,Los Angeles,194 ms
104.19.200.164,LAX,North America,Los Angeles,194 ms
104.24.61.130,LAX,North America,Los Angeles,194 ms
104.17.118.9,SJC,North America,San Jose,194 ms
104.27.108.112,LAX,North America,Los Angeles,194 ms
104.27.45.79,LAX,North America,Los Angeles,194 ms
104.27.127.30,LAX,North America,Los Angeles,194 ms
104.19.2.185,LAX,North America,Los Angeles,194 ms
104.19.74.165,LAX,North America,Los Angeles,194 ms
104.20.58.173,LAX,North America,Los Angeles,194 ms
104.19.50.132,LAX,North America,Los Angeles,194 ms
198.41.195.235,LAX,North America,Los Angeles,194 ms
104.24.18.89,LAX,North America,Los Angeles,194 ms
104.27.89.144,LAX,North America,Los Angeles,194 ms
104.24.70.120,LAX,North America,Los Angeles,194 ms
104.27.4.239,LAX,North America,Los Angeles,194 ms
162.159.6.182,LAX,North America,Los Angeles,194 ms
198.41.206.224,LAX,North America,Los Angeles,194 ms
172.67.91.20,LAX,North America,Los Angeles,194 ms
198.41.198.224,LAX,North America,Los Angeles,194 ms
104.24.166.26,LAX,North America,Los Angeles,194 ms
104.17.99.148,SJC,North America,San Jose,194 ms
104.27.20.142,LAX,North America,Los Angeles,194 ms
104.27.42.122,LAX,North America,Los Angeles,194 ms
104.25.131.117,LAX,North America,Los Angeles,194 ms
104.24.163.41,LAX,North America,Los Angeles,194 ms
104.25.68.102,LAX,North America,Los Angeles,194 ms
23.227.39.178,LAX,North America,Los Angeles,194 ms
104.27.16.19,LAX,North America,Los Angeles,194 ms
104.19.110.218,LAX,North America,Los Angeles,194 ms
104.19.62.156,LAX,North America,Los Angeles,194 ms
162.159.13.206,LAX,North America,Los Angeles,194 ms
104.20.40.146,LAX,North America,Los Angeles,194 ms
162.159.10.107,LAX,North America,Los Angeles,194 ms
104.24.253.145,LAX,North America,Los Angeles,194 ms
104.19.52.213,LAX,North America,Los Angeles,194 ms
104.19.77.186,LAX,North America,Los Angeles,194 ms
104.25.45.178,LAX,North America,Los Angeles,194 ms
104.18.182.140,SJC,North America,San Jose,194 ms
8.39.214.200,LAX,North America,Los Angeles,194 ms
104.19.241.212,SJC,North America,San Jose,194 ms
104.25.176.206,LAX,North America,Los Angeles,194 ms
172.67.87.231,LAX,North America,Los Angeles,194 ms
162.159.2.30,LAX,North America,Los Angeles,194 ms
104.24.71.147,LAX,North America,Los Angeles,194 ms
104.18.19.37,LAX,North America,Los Angeles,194 ms
104.27.52.225,LAX,North America,Los Angeles,194 ms
162.159.244.23,LAX,North America,Los Angeles,194 ms
104.19.24.227,LAX,North America,Los Angeles,194 ms
172.64.41.208,LAX,North America,Los Angeles,194 ms
104.27.9.47,LAX,North America,Los Angeles,194 ms
162.159.11.147,LAX,North America,Los Angeles,194 ms
104.16.112.62,SJC,North America,San Jose,194 ms
172.67.95.221,LAX,North America,Los Angeles,194 ms
104.26.0.154,HKG,Asia Pacific,Hong Kong,194 ms
104.26.12.228,HKG,Asia Pacific,Hong Kong,194 ms
104.25.74.47,LAX,North America,Los Angeles,194 ms
104.27.74.230,LAX,North America,Los Angeles,194 ms
104.25.226.187,LAX,North America,Los Angeles,194 ms
104.24.69.100,LAX,North America,Los Angeles,194 ms
162.159.58.202,LAX,North America,Los Angeles,194 ms
104.16.95.229,SJC,North America,San Jose,194 ms
104.24.28.182,LAX,North America,Los Angeles,194 ms
104.19.195.213,LAX,North America,Los Angeles,194 ms
172.67.120.143,LAX,North America,Los Angeles,194 ms
162.159.137.144,LAX,North America,Los Angeles,194 ms
104.16.3.201,SJC,North America,San Jose,194 ms
104.20.16.77,HKG,Asia Pacific,Hong Kong,194 ms
104.25.190.12,LAX,North America,Los Angeles,194 ms
104.25.244.233,LAX,North America,Los Angeles,194 ms
104.25.36.124,LAX,North America,Los Angeles,194 ms
104.25.19.248,LAX,North America,Los Angeles,194 ms
104.27.97.146,LAX,North America,Los Angeles,194 ms
162.159.38.128,LAX,North America,Los Angeles,195 ms
104.17.19.180,SJC,North America,San Jose,195 ms
104.25.72.252,LAX,North America,Los Angeles,195 ms
104.18.92.105,SJC,North America,San Jose,195 ms
104.19.122.140,LAX,North America,Los Angeles,195 ms
162.159.61.227,LAX,North America,Los Angeles,195 ms
172.64.53.118,LAX,North America,Los Angeles,195 ms
104.27.117.6,LAX,North America,Los Angeles,195 ms
104.24.64.69,LAX,North America,Los Angeles,195 ms
104.16.79.175,SJC,North America,San Jose,195 ms
104.16.80.90,SJC,North America,San Jose,195 ms
104.24.49.189,LAX,North America,Los Angeles,195 ms
104.27.75.4,LAX,North America,Los Angeles,195 ms
104.25.111.198,LAX,North America,Los Angeles,195 ms
104.25.246.127,LAX,North America,Los Angeles,195 ms
104.27.100.178,LAX,North America,Los Angeles,195 ms
104.24.231.6,LAX,North America,Los Angeles,195 ms
104.18.116.161,SJC,North America,San Jose,195 ms
104.17.135.179,SJC,North America,San Jose,195 ms
198.41.197.96,LAX,North America,Los Angeles,195 ms
104.16.91.250,SJC,North America,San Jose,195 ms
104.27.92.126,LAX,North America,Los Angeles,195 ms
104.16.86.1,SJC,North America,San Jose,195 ms
104.17.184.42,SJC,North America,San Jose,195 ms
104.17.115.103,SJC,North America,San Jose,195 ms
104.24.133.141,LAX,North America,Los Angeles,195 ms
185.146.173.228,LAX,North America,Los Angeles,195 ms
104.18.124.160,SJC,North America,San Jose,195 ms
172.67.108.60,LAX,North America,Los Angeles,195 ms
104.24.171.11,LAX,North America,Los Angeles,195 ms
172.65.254.174,LAX,North America,Los Angeles,195 ms
104.25.239.181,LAX,North America,Los Angeles,195 ms
104.27.93.219,LAX,North America,Los Angeles,195 ms
104.25.208.226,LAX,North America,Los Angeles,195 ms
104.19.205.58,LAX,North America,Los Angeles,195 ms
104.24.84.56,LAX,North America,Los Angeles,195 ms
104.19.38.250,LAX,North America,Los Angeles,195 ms
104.19.207.218,LAX,North America,Los Angeles,195 ms
104.25.201.231,LAX,North America,Los Angeles,195 ms
104.19.53.219,LAX,North America,Los Angeles,195 ms
104.27.101.244,LAX,North America,Los Angeles,195 ms
104.25.227.70,LAX,North America,Los Angeles,195 ms
104.19.251.240,SJC,North America,San Jose,195 ms
104.20.7.213,LAX,North America,Los Angeles,195 ms
172.67.114.151,LAX,North America,Los Angeles,195 ms
104.23.125.188,LAX,North America,Los Angeles,195 ms
104.19.46.95,LAX,North America,Los Angeles,195 ms
104.18.110.235,SJC,North America,San Jose,195 ms
172.64.35.142,LAX,North America,Los Angeles,195 ms
104.24.224.107,LAX,North America,Los Angeles,195 ms
104.25.180.242,LAX,North America,Los Angeles,195 ms
104.25.142.191,LAX,North America,Los Angeles,195 ms
104.25.12.8,LAX,North America,Los Angeles,195 ms
104.25.224.24,LAX,North America,Los Angeles,196 ms
172.67.111.224,LAX,North America,Los Angeles,196 ms
104.27.83.139,LAX,North America,Los Angeles,196 ms
172.64.67.25,LAX,North America,Los Angeles,196 ms
198.41.217.14,LAX,North America,Los Angeles,196 ms
172.65.212.254,LAX,North America,Los Angeles,196 ms
104.25.8.99,LAX,North America,Los Angeles,196 ms
104.25.114.253,LAX,North America,Los Angeles,196 ms
104.25.221.90,LAX,North America,Los Angeles,196 ms
104.18.200.16,SJC,North America,San Jose,196 ms
104.27.34.255,LAX,North America,Los Angeles,196 ms
104.27.88.25,LAX,North America,Los Angeles,196 ms
104.24.140.171,LAX,North America,Los Angeles,196 ms
104.16.77.196,SJC,North America,San Jose,196 ms
104.27.69.47,LAX,North America,Los Angeles,196 ms
162.159.49.31,LAX,North America,Los Angeles,196 ms
172.65.225.59,FRA,Europe,Frankfurt,196 ms
104.27.87.192,LAX,North America,Los Angeles,196 ms
141.101.121.110,LAX,North America,Los Angeles,196 ms
172.67.84.149,LAX,North America,Los Angeles,196 ms
104.24.2.117,LAX,North America,Los Angeles,196 ms
104.19.18.249,LAX,North America,Los Angeles,196 ms
104.24.65.78,LAX,North America,Los Angeles,196 ms
104.18.43.103,LAX,North America,Los Angeles,196 ms
104.18.42.110,LAX,North America,Los Angeles,196 ms
104.25.177.36,LAX,North America,Los Angeles,196 ms
104.20.49.47,LAX,North America,Los Angeles,196 ms
104.27.58.147,LAX,North America,Los Angeles,196 ms
104.18.16.10,LAX,North America,Los Angeles,196 ms
104.27.23.32,LAX,North America,Los Angeles,196 ms
104.18.94.156,SJC,North America,San Jose,196 ms
104.19.192.61,LAX,North America,Los Angeles,196 ms
104.24.214.93,LAX,North America,Los Angeles,196 ms
162.159.25.113,LAX,North America,Los Angeles,196 ms
104.16.232.147,SJC,North America,San Jose,196 ms
104.16.71.167,SJC,North America,San Jose,196 ms
162.159.250.14,LAX,North America,Los Angeles,196 ms
104.25.181.48,LAX,North America,Los Angeles,196 ms
104.24.91.166,LAX,North America,Los Angeles,196 ms
104.17.21.29,SJC,North America,San Jose,196 ms
104.19.120.165,LAX,North America,Los Angeles,196 ms
172.65.170.78,LAX,North America,Los Angeles,196 ms
198.41.211.185,LAX,North America,Los Angeles,196 ms
104.25.91.0,LAX,North America,Los Angeles,196 ms
104.20.26.255,HKG,Asia Pacific,Hong Kong,196 ms
104.27.8.108,LAX,North America,Los Angeles,196 ms
104.16.53.47,SJC,North America,San Jose,196 ms
104.23.127.21,LAX,North America,Los Angeles,196 ms
104.19.31.68,LAX,North America,Los Angeles,197 ms
104.27.77.123,LAX,North America,Los Angeles,197 ms
104.19.223.73,SJC,North America,San Jose,197 ms
104.24.187.14,LAX,North America,Los Angeles,197 ms
104.19.250.15,SJC,North America,San Jose,197 ms
104.23.117.177,LAX,North America,Los Angeles,197 ms
104.20.27.63,HKG,Asia Pacific,Hong Kong,197 ms
104.18.102.228,SJC,North America,San Jose,197 ms
104.18.41.9,LAX,North America,Los Angeles,197 ms
104.19.181.78,SJC,North America,San Jose,197 ms
104.24.48.89,LAX,North America,Los Angeles,197 ms
162.159.236.170,LAX,North America,Los Angeles,197 ms
104.27.6.42,LAX,North America,Los Angeles,197 ms
172.66.41.254,LAX,North America,Los Angeles,197 ms
104.18.141.92,SJC,North America,San Jose,197 ms
104.24.51.5,LAX,North America,Los Angeles,197 ms
104.25.178.88,LAX,North America,Los Angeles,197 ms
104.19.91.114,LAX,North America,Los Angeles,197 ms
104.24.219.164,LAX,North America,Los Angeles,197 ms
104.17.16.255,SJC,North America,San Jose,197 ms
104.19.79.176,LAX,North America,Los Angeles,197 ms
104.24.37.9,LAX,North America,Los Angeles,197 ms
172.66.46.185,LAX,North America,Los Angeles,197 ms
172.66.45.165,LAX,North America,Los Angeles,197 ms
104.25.57.29,LAX,North America,Los Angeles,197 ms
104.27.27.212,LAX,North America,Los Angeles,197 ms
104.27.10.176,LAX,North America,Los Angeles,197 ms
104.18.26.217,LAX,North America,Los Angeles,197 ms
104.19.221.70,SJC,North America,San Jose,197 ms
104.18.90.24,SJC,North America,San Jose,197 ms
104.27.18.43,LAX,North America,Los Angeles,197 ms
104.16.102.249,SJC,North America,San Jose,197 ms
1.1.1.202,LAX,North America,Los Angeles,197 ms
104.16.98.131,SJC,North America,San Jose,197 ms
172.66.40.119,LAX,North America,Los Angeles,197 ms
104.19.254.228,SJC,North America,San Jose,197 ms
104.27.95.203,LAX,North America,Los Angeles,197 ms
104.17.139.94,SJC,North America,San Jose,197 ms
172.64.229.168,LAX,North America,Los Angeles,197 ms
172.64.230.103,LAX,North America,Los Angeles,197 ms
104.18.25.179,LAX,North America,Los Angeles,197 ms
104.17.29.53,SJC,North America,San Jose,197 ms
104.24.149.200,LAX,North America,Los Angeles,197 ms
198.41.193.144,LAX,North America,Los Angeles,197 ms
104.19.4.239,LAX,North America,Los Angeles,197 ms
104.24.76.93,LAX,North America,Los Angeles,198 ms
104.17.248.182,SJC,North America,San Jose,198 ms
172.67.98.25,LAX,North America,Los Angeles,198 ms
162.159.246.116,LAX,North America,Los Angeles,198 ms
104.24.191.45,LAX,North America,Los Angeles,198 ms
104.24.165.15,LAX,North America,Los Angeles,198 ms
104.19.12.240,LAX,North America,Los Angeles,198 ms
104.19.94.129,LAX,North America,Los Angeles,198 ms
104.19.39.170,LAX,North America,Los Angeles,198 ms
172.67.77.78,HKG,Asia Pacific,Hong Kong,198 ms
104.18.40.138,LAX,North America,Los Angeles,198 ms
198.41.214.137,LAX,North America,Los Angeles,198 ms
104.18.219.62,SJC,North America,San Jose,198 ms
172.67.109.154,LAX,North America,Los Angeles,198 ms
104.20.59.32,LAX,North America,Los Angeles,198 ms
104.25.2.215,LAX,North America,Los Angeles,198 ms
104.19.191.9,SJC,North America,San Jose,198 ms
104.18.193.216,SJC,North America,San Jose,198 ms
104.21.228.2,SJC,North America,San Jose,198 ms
104.19.30.74,LAX,North America,Los Angeles,198 ms
104.27.94.130,LAX,North America,Los Angeles,198 ms
104.18.88.37,SJC,North America,San Jose,198 ms
104.23.123.240,LAX,North America,Los Angeles,198 ms
104.24.225.148,LAX,North America,Los Angeles,198 ms
104.19.42.159,LAX,North America,Los Angeles,198 ms
104.18.27.220,LAX,North America,Los Angeles,198 ms
162.159.62.3,LAX,North America,Los Angeles,198 ms
104.24.251.40,LAX,North America,Los Angeles,198 ms
104.19.9.149,LAX,North America,Los Angeles,198 ms
104.16.191.200,SJC,North America,San Jose,198 ms
104.18.145.69,SJC,North America,San Jose,198 ms
104.19.68.106,LAX,North America,Los Angeles,198 ms
104.18.24.85,LAX,North America,Los Angeles,198 ms
198.41.192.186,LAX,North America,Los Angeles,198 ms
104.17.103.202,SJC,North America,San Jose,198 ms
104.16.145.44,SJC,North America,San Jose,198 ms
172.67.123.163,LAX,North America,Los Angeles,199 ms
104.16.202.215,SJC,North America,San Jose,199 ms
104.19.29.99,LAX,North America,Los Angeles,199 ms
104.18.170.178,SJC,North America,San Jose,199 ms
104.19.70.27,LAX,North America,Los Angeles,199 ms
104.27.12.61,LAX,North America,Los Angeles,199 ms
104.18.189.206,SJC,North America,San Jose,199 ms
162.159.4.163,LAX,North America,Los Angeles,199 ms
104.25.42.0,LAX,North America,Los Angeles,199 ms
104.25.247.174,LAX,North America,Los Angeles,199 ms
104.17.225.16,SJC,North America,San Jose,199 ms
104.19.162.183,SJC,North America,San Jose,199 ms
172.67.67.146,HKG,Asia Pacific,Hong Kong,199 ms
104.19.11.100,LAX,North America,Los Angeles,199 ms
104.16.87.61,SJC,North America,San Jose,199 ms
104.17.190.128,SJC,North America,San Jose,199 ms
104.17.169.114,SJC,North America,San Jose,199 ms
104.17.102.75,SJC,North America,San Jose,199 ms
104.24.44.5,LAX,North America,Los Angeles,199 ms
104.16.137.139,SJC,North America,San Jose,199 ms
104.19.59.109,LAX,North America,Los Angeles,199 ms
104.19.72.80,LAX,North America,Los Angeles,199 ms
104.24.135.161,LAX,North America,Los Angeles,199 ms
104.17.216.214,SJC,North America,San Jose,200 ms
104.25.209.89,LAX,North America,Los Angeles,200 ms
104.19.173.200,SJC,North America,San Jose,200 ms
104.17.39.41,SJC,North America,San Jose,200 ms
104.17.211.68,SJC,North America,San Jose,200 ms
104.17.132.204,SJC,North America,San Jose,200 ms
104.25.81.20,LAX,North America,Los Angeles,200 ms
104.16.73.94,SJC,North America,San Jose,200 ms
104.18.12.39,LAX,North America,Los Angeles,200 ms
172.67.103.59,LAX,North America,Los Angeles,200 ms
104.16.171.48,SJC,North America,San Jose,200 ms
104.18.32.167,LAX,North America,Los Angeles,200 ms
104.16.205.121,SJC,North America,San Jose,200 ms
104.18.224.152,SJC,North America,San Jose,200 ms
104.19.88.37,LAX,North America,Los Angeles,200 ms
162.159.24.165,LAX,North America,Los Angeles,200 ms
104.24.188.249,LAX,North America,Los Angeles,200 ms
104.18.232.247,SJC,North America,San Jose,200 ms
104.17.174.19,SJC,North America,San Jose,200 ms
104.21.234.26,SJC,North America,San Jose,200 ms
104.19.81.193,LAX,North America,Los Angeles,200 ms
104.27.68.177,LAX,North America,Los Angeles,200 ms
104.17.165.78,SJC,North America,San Jose,201 ms
104.24.211.179,LAX,North America,Los Angeles,201 ms
104.20.0.225,LAX,North America,Los Angeles,201 ms
104.19.222.62,SJC,North America,San Jose,201 ms
104.27.120.9,LAX,North America,Los Angeles,201 ms
104.18.231.19,SJC,North America,San Jose,201 ms
172.67.69.61,HKG,Asia Pacific,Hong Kong,201 ms
104.18.190.18,SJC,North America,San Jose,201 ms
104.18.181.14,SJC,North America,San Jose,201 ms
104.17.186.217,SJC,North America,San Jose,201 ms
104.20.3.214,LAX,North America,Los Angeles,201 ms
104.24.33.147,LAX,North America,Los Angeles,201 ms
104.19.28.220,LAX,North America,Los Angeles,201 ms
104.18.20.34,LAX,North America,Los Angeles,202 ms
104.25.232.184,LAX,North America,Los Angeles,202 ms
104.19.67.69,LAX,North America,Los Angeles,202 ms
104.18.13.129,LAX,North America,Los Angeles,202 ms
104.16.85.247,SJC,North America,San Jose,202 ms
104.24.198.200,LAX,North America,Los Angeles,202 ms
104.16.101.168,SJC,North America,San Jose,202 ms
104.17.213.83,SJC,North America,San Jose,202 ms
104.19.27.224,LAX,North America,Los Angeles,202 ms
104.17.188.253,SJC,North America,San Jose,202 ms
104.16.66.79,SJC,North America,San Jose,202 ms
104.25.138.59,LAX,North America,Los Angeles,202 ms
104.16.228.182,SJC,North America,San Jose,203 ms
104.19.144.241,SJC,North America,San Jose,203 ms
104.18.3.5,LAX,North America,Los Angeles,203 ms
104.26.2.31,HKG,Asia Pacific,Hong Kong,203 ms
104.18.37.176,LAX,North America,Los Angeles,203 ms
104.19.239.247,SJC,North America,San Jose,203 ms
104.16.72.143,SJC,North America,San Jose,203 ms
104.19.220.35,SJC,North America,San Jose,203 ms
104.19.232.241,SJC,North America,San Jose,203 ms
104.17.153.47,SJC,North America,San Jose,203 ms
104.24.92.24,LAX,North America,Los Angeles,203 ms
104.18.36.205,LAX,North America,Los Angeles,203 ms
104.25.145.104,LAX,North America,Los Angeles,203 ms
8.34.70.196,LAX,North America,Los Angeles,203 ms
104.25.144.255,LAX,North America,Los Angeles,204 ms
104.17.9.21,SJC,North America,San Jose,204 ms
104.18.186.109,SJC,North America,San Jose,204 ms
104.16.114.220,SJC,North America,San Jose,204 ms
104.16.179.251,SJC,North America,San Jose,204 ms
172.67.64.42,HKG,Asia Pacific,Hong Kong,204 ms
104.18.167.152,SJC,North America,San Jose,204 ms
104.24.63.219,LAX,North America,Los Angeles,204 ms
104.18.72.25,SJC,North America,San Jose,204 ms
104.17.127.120,SJC,North America,San Jose,204 ms
104.16.122.152,SJC,North America,San Jose,205 ms
172.67.83.218,LAX,North America,Los Angeles,205 ms
172.67.71.78,HKG,Asia Pacific,Hong Kong,205 ms
104.17.89.119,SJC,North America,San Jose,205 ms
104.18.194.191,SJC,North America,San Jose,205 ms
162.159.160.231,ARN,Europe,Stockholm,205 ms
104.16.216.93,SJC,North America,San Jose,205 ms
104.17.121.39,SJC,North America,San Jose,205 ms
104.17.160.89,SJC,North America,San Jose,205 ms
104.16.104.2,SJC,North America,San Jose,205 ms
104.16.184.97,SJC,North America,San Jose,205 ms
104.17.215.108,SJC,North America,San Jose,205 ms
104.16.219.56,SJC,North America,San Jose,205 ms
104.24.213.207,LAX,North America,Los Angeles,205 ms
104.27.5.4,LAX,North America,Los Angeles,205 ms
104.18.148.25,SJC,North America,San Jose,206 ms
104.19.240.76,SJC,North America,San Jose,206 ms
104.17.95.116,SJC,North America,San Jose,206 ms
104.18.174.221,SJC,North America,San Jose,206 ms
104.16.147.184,SJC,North America,San Jose,206 ms
104.25.214.217,LAX,North America,Los Angeles,206 ms
141.101.114.101,SJC,North America,San Jose,206 ms
104.18.206.154,SJC,North America,San Jose,206 ms
104.24.154.35,LAX,North America,Los Angeles,206 ms
104.17.175.55,SJC,North America,San Jose,206 ms
104.17.100.241,SJC,North America,San Jose,206 ms
104.17.222.209,SJC,North America,San Jose,207 ms
104.18.122.173,SJC,North America,San Jose,207 ms
104.24.95.72,LAX,North America,Los Angeles,207 ms
104.17.57.237,SJC,North America,San Jose,207 ms
104.16.146.49,SJC,North America,San Jose,207 ms
104.18.162.245,SJC,North America,San Jose,207 ms
104.17.224.11,SJC,North America,San Jose,207 ms
104.18.11.55,LAX,North America,Los Angeles,207 ms
104.17.221.229,SJC,North America,San Jose,207 ms
104.16.132.246,SJC,North America,San Jose,208 ms
104.18.91.4,SJC,North America,San Jose,208 ms
104.17.2.15,SJC,North America,San Jose,208 ms
104.17.75.192,SJC,North America,San Jose,208 ms
104.17.74.37,SJC,North America,San Jose,208 ms
104.19.35.47,LAX,North America,Los Angeles,208 ms
104.16.69.190,SJC,North America,San Jose,208 ms
172.67.113.191,LAX,North America,Los Angeles,208 ms
104.18.89.121,SJC,North America,San Jose,209 ms
104.16.120.91,SJC,North America,San Jose,209 ms
104.25.50.208,LAX,North America,Los Angeles,209 ms
172.67.73.88,HKG,Asia Pacific,Hong Kong,209 ms
104.25.140.63,LAX,North America,Los Angeles,209 ms
104.17.194.237,SJC,North America,San Jose,209 ms
104.16.27.223,SJC,North America,San Jose,209 ms
104.18.75.102,SJC,North America,San Jose,209 ms
104.16.65.125,SJC,North America,San Jose,210 ms
104.24.237.108,LAX,North America,Los Angeles,210 ms
104.24.246.77,LAX,North America,Los Angeles,210 ms
104.16.221.238,SJC,North America,San Jose,210 ms
104.17.85.193,SJC,North America,San Jose,210 ms
104.25.135.140,LAX,North America,Los Angeles,210 ms
104.16.165.244,SJC,North America,San Jose,210 ms
104.17.130.40,SJC,North America,San Jose,210 ms
104.17.192.160,SJC,North America,San Jose,210 ms
104.27.21.158,LAX,North America,Los Angeles,210 ms
104.18.105.63,SJC,North America,San Jose,210 ms
104.24.142.80,LAX,North America,Los Angeles,210 ms
104.17.108.79,SJC,North America,San Jose,211 ms
104.18.171.217,SJC,North America,San Jose,211 ms
104.17.220.128,SJC,North America,San Jose,211 ms
172.67.66.138,HKG,Asia Pacific,Hong Kong,211 ms
104.18.66.77,SJC,North America,San Jose,211 ms
104.17.230.227,SJC,North America,San Jose,211 ms
104.24.88.229,LAX,North America,Los Angeles,211 ms
104.16.231.21,SJC,North America,San Jose,211 ms
104.18.85.76,SJC,North America,San Jose,211 ms
104.16.234.86,SJC,North America,San Jose,211 ms
104.18.211.132,SJC,North America,San Jose,211 ms
104.24.56.183,LAX,North America,Los Angeles,212 ms
104.25.79.42,LAX,North America,Los Angeles,212 ms
104.18.68.195,SJC,North America,San Jose,212 ms
104.17.159.207,SJC,North America,San Jose,212 ms
104.20.25.159,HKG,Asia Pacific,Hong Kong,212 ms
104.16.44.155,SJC,North America,San Jose,212 ms
104.16.133.24,SJC,North America,San Jose,212 ms
104.18.86.247,SJC,North America,San Jose,212 ms
104.16.175.247,SJC,North America,San Jose,213 ms
104.16.124.190,SJC,North America,San Jose,213 ms
104.21.227.114,SJC,North America,San Jose,213 ms
104.18.197.216,SJC,North America,San Jose,213 ms
104.19.238.138,SJC,North America,San Jose,213 ms
104.16.235.210,SJC,North America,San Jose,213 ms
104.18.223.93,SJC,North America,San Jose,213 ms
198.41.208.203,SJC,North America,San Jose,213 ms
104.18.65.148,SJC,North America,San Jose,214 ms
104.19.229.40,SJC,North America,San Jose,214 ms
104.19.158.121,SJC,North America,San Jose,214 ms
104.18.138.103,SJC,North America,San Jose,214 ms
104.16.180.30,SJC,North America,San Jose,214 ms
104.25.128.31,LAX,North America,Los Angeles,214 ms
104.16.23.43,SJC,North America,San Jose,214 ms
104.19.234.7,SJC,North America,San Jose,215 ms
104.25.82.58,LAX,North America,Los Angeles,215 ms
104.19.177.212,SJC,North America,San Jose,215 ms
104.17.214.37,SJC,North America,San Jose,215 ms
104.23.118.46,LAX,North America,Los Angeles,215 ms
104.16.183.157,SJC,North America,San Jose,215 ms
104.16.100.103,SJC,North America,San Jose,215 ms
104.16.38.177,SJC,North America,San Jose,215 ms
104.17.185.243,SJC,North America,San Jose,215 ms
104.19.235.184,SJC,North America,San Jose,215 ms
104.16.10.210,SJC,North America,San Jose,216 ms
104.24.74.84,LAX,North America,Los Angeles,216 ms
104.17.83.63,SJC,North America,San Jose,216 ms
190.93.244.254,SJC,North America,San Jose,216 ms
104.27.61.8,LAX,North America,Los Angeles,216 ms
104.18.10.126,LAX,North America,Los Angeles,216 ms
104.17.86.52,SJC,North America,San Jose,217 ms
104.21.235.148,SJC,North America,San Jose,217 ms
104.16.34.229,SJC,North America,San Jose,217 ms
104.17.196.216,SJC,North America,San Jose,217 ms
104.16.140.159,SJC,North America,San Jose,217 ms
104.18.176.234,SJC,North America,San Jose,217 ms
104.18.220.163,SJC,North America,San Jose,218 ms
104.20.31.150,HKG,Asia Pacific,Hong Kong,218 ms
104.17.0.226,SJC,North America,San Jose,218 ms
104.16.21.12,SJC,North America,San Jose,218 ms
104.17.72.118,SJC,North America,San Jose,218 ms
104.17.119.75,SJC,North America,San Jose,218 ms
